utterance_id,policy_id,model_id,kg_role,sem_max_cosine,top1_norm_kind,top1_norm_ref,top1_norm_text,utterance_text
100E_deepseek_49_Inputs_revised_2,100E,deepseek,PolicyRole:AI for Public Good Principle,0.728119969367981,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,"As a research engineer at A*STAR working on resource-efficient AI, I see the policy's stated commitment of over S$500 million for AI R&D as the total funding. The co-funding cap of S$330,000 per 100E project is explicitly stated and aligns with my experience in the programme. For compute, I estimate 500,000 GPU hours based on typical allocations for national AI programmes that support both 100E projects and broader experimentation. For trainers, I estimate 150 personnel, considering the need to support 100E projects and upskilling efforts, though this is a rough estimate as the policy doesn't specify exact numbers. Priya's estimates align with my own experience, so I concur with her figures."
100E_gemini_22_Inputs_initial_1,100E,gemini,AIPractitioner:AIPractitioner,0.7490160465240479,source_span,AIGrant:AI Research and Development Investment#span0,"We have committed more than S$500 million through AI Singapore (AISG) under the Research, Innovation and Enterprise (RIE) 2020 and 2025 plans.","As a startup founder and 100E alumnus, I see the NAIS 2.0 launch in 2023 as a critical moment for Singapore's AI ecosystem. The 'over S$500 million' commitment is substantial, and for the initial year, I expect a significant front-loaded allocation to kickstart programs and projects. Dr. AIResearcher's estimate of S$120 million for total funding in 2023 seems very reasonable to get things moving. The S$330,000 co-funding for 100E projects is a known and crucial figure, directly supporting innovation for companies like mine. Regarding compute, the demand is immense, especially with the rise of generative AI. While Dr. AIResearcher's 5 million GPU hours is a good start, I believe the government's commitment to 'investment in compute infrastructure' means we'll see an even more aggressive push, so I'm estimating slightly higher at 6 million hours to truly enable widespread experimentation. Finally, to achieve the ambitious goal of boosting the AI practitioner pool, a dedicated force of trainers is essential. My estimate of 200 trainers for the initial year reflects a strong, focused effort to establish key training programs and mentorship, acknowledging that building a large, high-quality corps takes time."
BK21_deepseek_39_Activities_revised_0,BK21,deepseek,GraduateStudent:GraduateStudent,0.6185251474380493,edge_fact,edge_0012#source_text,"2021 budget 408 billion KRW including carryover from previous year; 68 universities, 578 education research groups (teams) / 3,556 billion KRW.","As a sociology doctoral student at Korea University receiving BK21 support, I see the activities phase as the operational engine that turns allocated budgets into tangible support. The total funds disbursed should match the allocated 20,529,850,000 KRW, as the policy mandates a 70% March and 30% September payment schedule, and I assume Hanyang University will execute this efficiently given its administrative capacity. Evaluation panels are convened for annual, mid-term, and compliance purposes; the policy mentions annual evaluations for graduate innovation and mid-term evaluations for future talent training, plus compliance checks, so I estimate 3 formal panel meetings per year. Consulting sessions are offered to groups that request them; the policy states 280 out of 578 groups received consulting in the past, so I apply that proportion to Hanyang's groups (roughly 20-30 groups, but the 280 figure is national, so I scale it down to about 10-15 sessions for Hanyang, but the policy explicitly says 280 groups received consulting nationally, so I use that as the total for all groups, not per university). Compliance checks target 205 innovative talent training groups nationally, so I use that number. Budget adjustments based on evaluation outcomes are handled by the Project Oversight Committee, but I don't have specific data on reallocations for Hanyang, so I assume no major adjustments in the first year."
100E_deepseek_10_Inputs_initial_3,100E,deepseek,AIPractitioner:AIPractitioner,0.670456051826477,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As an AI consultant working with traditional enterprises, I see the inputs as the foundation for driving adoption. The S$500 million total funding is explicitly stated in the policy resource logic, so I take it as ground truth. The co-funding cap of S$330,000 per 100E project is also directly from the policy. For compute, I estimate 5 million GPU hours based on the need to support 100E projects and other AI experiments; this aligns with typical cloud compute grants for such programs and my experience with cloud AI services. For trainers, I estimate 200 personnel, which is a reasonable team size to guide enterprises and practitioners in AI upskilling, given the AI Apprenticeship Programme and other initiatives. I note that Asha, Wei, and Heng have similar estimates, which reinforces my confidence, but I arrived at these independently from my perspective as someone who understands the scale of compute and training needed for enterprise AI adoption."
100E_gemini_16_Inputs_revised_4,100E,gemini,AIResearcher:AIResearcher,0.7733458280563354,source_span,AIGrant:AI Research and Development Investment#span0,"We have committed more than S$500 million through AI Singapore (AISG) under the Research, Innovation and Enterprise (RIE) 2020 and 2025 plans.","As Dr. Goh, a Lead AI Researcher focused on resource-efficient AI for edge devices, I view these inputs as the critical foundational elements for Singapore's AI strategy, particularly for fostering sustainable and impactful innovation. The 'over S$500 million' commitment is the overarching financial backbone for NAIS 2.0, providing the necessary long-term stability for ambitious R&D initiatives. The S$330,000 co-funding per 100E project is a crucial incentive that directly encourages enterprises to engage in cutting-edge, problem-solving AI, which is vital for translating research into real-world, resource-efficient applications. From my perspective, ensuring robust compute infrastructure is paramount for developing and testing advanced models, especially those optimized for edge deployments. The estimated 2 million GPU hours annually is a substantial and necessary allocation to support ambitious experimentation and large model training efforts in 2023. Finally, a dedicated pool of around 200 AI experts and trainers is indispensable for upskilling the workforce and fostering the next generation of AI talent, which directly supports my goal of establishing Singapore as a reference for sustainable AI infrastructure. My estimates for compute and trainers align with those of other participants, reflecting a shared understanding of the necessary resources for 2023."
100E_gemini_10_Inputs_revised_3,100E,gemini,AIResearcher:AIResearcher,0.6950741410255432,edge_fact,edge_0105,"AISG provides co-funding of up to S$330,000 per project for the 100 Experiments programme.","As a PhD candidate and intern on a 100 Experiments project, I see these initial inputs as critical enablers for practical AI development and talent growth. The S$500 million total funding and the S$330,000 co-funding cap for 100E projects are clearly stated in the policy and are foundational for attracting and sustaining enterprise participation, including for the startup I work with. For the compute resources, 1 million GPU hours for 2023 is a pragmatic starting point, essential for the iterative experimentation and model training required in my research area of reasoning AI and for the supply chain optimization project. While more would always be welcome, this provides a solid base. Similarly, a dedicated team of 75 AI experts and trainers is vital. From my experience, effective mentorship and practical guidance are indispensable for bridging the gap between academic research and industry application, and for upskilling the workforce, which aligns with my goal of making AI trustworthy and transparent. I find myself in agreement with the other participants' estimates for compute and trainers, as they reflect a realistic assessment of the resources needed to kickstart these initiatives effectively in 2023."
100E_deepseek_04_Inputs_revised_1,100E,deepseek,AIResearcher:AIResearcher,0.769514799118042,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As a postdoctoral researcher focused on responsible AI, I see NAIS 2.0 as a significant commitment to building AI capabilities. The policy explicitly states 'Over S$500 million committed through AI Singapore for AI R&D' and 'co-funding up to S$330,000 per project for 100 Experiments,' so I take these as ground truth. For compute, I estimate 500,000 GPU hours based on the need to support multiple projects and typical allocations for such programs, though this is not explicitly stated. For trainers, I estimate 50 personnel, considering the need for specialized AI experts to guide enterprises and practitioners, though this is also not explicitly stated. My estimates align with the prior post from the AI practitioner, as they are consistent with the policy context and my understanding of the scale required for a national AI initiative."
100E_deepseek_41_Inputs_revised_3,100E,deepseek,PolicyRole:AI for Public Good Principle,0.6943082809448242,edge_fact,edge_0105,"AISG provides co-funding of up to S$330,000 per project for the 100 Experiments programme.","As a product manager in a logistics firm participating in the 100 Experiments programme, I see NAIS 2.0's inputs as clearly stated in the policy documents. The S$500 million total funding and S$330,000 co-funding cap per project are explicit commitments from the government, so I take those as ground truth. For compute, I estimate 500,000 GPU hours based on typical allocations for national AI programmes that I've seen in industry—this should support dozens of experiments, which aligns with the 100 Experiments target. The trainer count of 50 is my estimate from my experience with AI Singapore's apprenticeship programme; a lean but expert team ensures quality mentorship. I note that other participants have posted similar estimates, which reinforces my confidence, but I arrived at these numbers independently from my industry perspective."
100E_deepseek_38_Activities_revised_3,100E,deepseek,PolicyRole:AI for Public Good Principle,0.5898784399032593,source_span,PolicyAction:TechSkills Accelerator#span0,"Through Company-Led Training Programmes and Career Conversion Programmes, amongst others, TeSA has partnered industry to train individuals in AI and Data Analytics, with more than 2,700 individuals placed in good jobs thus far.","Given the S$500 million funding and 50 trainers, I estimate 55 enterprise outreach sessions. From my experience leading AI adoption at a logistics SME, I know that meaningful outreach to small enterprises requires personalized, small-group sessions to build trust and identify real problem statements—not large-scale events. With 500,000 GPU hours and the need for quality pairings, I foresee 14 matchmaking events, as each event demands careful preparation and follow-up to ensure researchers understand niche challenges like logistics optimization. Training workshops should be 22, reflecting the 50 trainers' capacity to deliver hands-on, sector-specific workshops without diluting quality—my experience mentoring colleagues shows that 22 workshops can reach about 440 practitioners effectively. Platform onboarding assists at 110, based on the technical support needed for SMEs to use AI tools; each onboarding is time-intensive, and 110 is realistic given the trainer count and the need for sustained assistance. I note that AIPractitioner estimated higher numbers (80 outreach, 20 matchmaking, 30 workshops, 150 assists), but my experience with resource-constrained SMEs suggests that overstretching leads to shallow engagements. Dr. AIResearcher's estimates (60 outreach, 15 matchmaking, 25 workshops, 120 assists) are closer to mine, but I lean slightly lower because the 100E programme's focus on no-commercial-solution problems requires deeper, more customized outreach to small enterprises, which reduces the total number of sessions possible. PolicyRole's estimates (50 outreach, 12 matchmaking, 20 workshops, 100 assists) are even lower, but I think the 50 trainers can handle a bit more volume without sacrificing quality, given the strong funding and compute support."
100E_gemini_24_Inputs_revised_3,100E,gemini,AIPractitioner:AIPractitioner,0.7187072038650513,deontic_norm,edge_0232,AI researchers can apply for AI R&D investment grants.,"As an AI Product Manager deeply involved in bridging business needs with AI capabilities, I see these initial inputs for NAIS 2.0 in 2023 as a pragmatic and necessary foundation. The S$120 million for AI R&D, while a fraction of the overall S$500M+ commitment, represents a strong annual kickstart. This amount is crucial for funding initiatives like the 100E projects, which I've seen firsthand are vital for enterprises to explore and adopt AI. The co-funding cap of S$330,000 per 100E project is a clear and critical incentive, directly stated in the policy, making advanced AI solutions more accessible and viable for businesses. The allocation of 5 million GPU hours is a significant resource; from a product development perspective, sufficient compute is non-negotiable for meaningful experimentation and iteration, especially for complex AI models. Finally, the commitment of 100 AI experts and trainers is paramount. As someone who helps translate business problems into AI solutions, I understand the critical need for skilled guidance to help practitioners and enterprises effectively leverage these resources and ensure successful project outcomes and adoption. I concur with the other participants' estimates, as they reflect a realistic and impactful allocation for the program's initial year."
100E_gemini_21_Activities_initial_4,100E,gemini,PolicyRole:AI for Public Good Principle,0.7021628618240356,node_summary,"PolicyInformation:Existing Toolkits, Schemes, and Training Programmes",Existing resources and programmes to empower enterprises and workers to adopt AI.,"As a social enterprise founder focused on 'AI for Public Good,' I see these activities as the direct mechanism to translate the substantial S$120 million in funding, 5 million GPU hours, and 250 dedicated trainers into tangible impact. To ensure broad participation and identify diverse problem statements, especially from sectors like eldercare, I anticipate a proactive approach to enterprise outreach. Therefore, 60 enterprise outreach sessions, slightly higher than some other estimates, are necessary to reach a wide array of organizations, including smaller social enterprises like mine, ensuring we don't miss out on opportunities like the 100E program. For researcher-enterprise pairings, 10 matchmaking events throughout the year would provide ample, yet focused, opportunities for enterprises to connect with specialized AI talent, which is crucial for developing tailored solutions for public good. This frequency allows for more targeted pairings beyond just the most obvious commercial applications. Given the 250 trainers and the ambitious goal of boosting the AI practitioner pool, I strongly believe 200 training workshops will be conducted. This robust schedule is essential for upskilling practitioners across various sectors, including those new to AI, and aligns with the higher estimates from the researchers, reflecting the need for comprehensive capability building. Finally, the 5 million GPU hours are a game-changer, but only if accessible. I estimate 300 platform onboarding assists to ensure enterprises and researchers, particularly those without extensive in-house technical teams, can effectively leverage these critical compute resources. This level of support is vital to ensure the 'game-changer' translates into practical work for all, not just the tech-savvy."
100E_deepseek_47_Activities_initial_2,100E,deepseek,PolicyRole:AI for Public Good Principle,0.675701379776001,node_summary,"PolicyInformation:Existing Toolkits, Schemes, and Training Programmes",Existing resources and programmes to empower enterprises and workers to adopt AI.,"As an AI apprentice with a retail background, I see the substantial funding and compute resources enabling a focused outreach effort. With S$500 million and 50 trainers, I estimate about 35 enterprise outreach sessions to engage diverse sectors, including retail, logistics, and healthcare. This is between Dr.'s 40 and A's 30 because I think the programme will balance quality and quantity, targeting enterprises with clear AI needs but also ensuring broad sector coverage. For matchmaking, 10 events seem sufficient to pair researchers with enterprise challenges, leveraging the 50 trainers and available compute. Training workshops should number around 20, focusing on practical AI skills for enterprises, similar to A's estimate, as I believe the programme will emphasize hands-on learning over ethics-only sessions. Platform onboarding assists are estimated at 90, reflecting the need to support enterprises in using the AI experimentation platform, especially for small businesses like those I hope to help. My estimates are grounded in the policy's scale and my experience with retail sector resource constraints."
BK21_deepseek_48_Activities_revised_4,BK21,deepseek,GraduateStudent:GraduateStudent,0.6704097986221313,node_summary,ResearchScholarship:ResearchScholarship,"Monthly stipend paid to graduate students from BK21 project budget. Monthly stipend paid to graduate students: master's 700K, doctoral candidate 1M, doctoral 1.3M KRW per month. Monthly stipend paid to graduate students at specified minimum amounts. Monthly stipend paid to graduate students from the BK21 project budget. Monthly stipend paid to graduate students, with minimum amounts per degree level. Monthly stipend paid to graduate students and early career researchers from the BK21 project budget. Monthly stipend paid to graduate students and early career researchers. Monthly stipend paid to graduate students with minimum amounts per degree level.","As a doctoral student in mechanical engineering at a prestigious university in Seoul, I am directly benefiting from the BK21 program. Based on the policy context, the total funds disbursed to education research groups and university accounts via the two-installment schedule will be 355,151,000,000 KRW, which is the total project budget for all education research groups nationwide. This amount is disbursed in two installments: 70% in March (approximately 248,605,700,000 KRW) and 30% in September (approximately 106,545,300,000 KRW), as per the payment schedule. The payment schedule is efficient because it aligns with the academic year and allows groups to plan their spending. For evaluation panels, I estimate 3 formal meetings will be convened in 2022: one annual evaluation, one mid-term evaluation, and one compliance check meeting, as these are the standard evaluation cycles for the program. Consulting sessions are expected to be held for 280 education research groups that wish to receive consulting, as per the policy context which states that consulting was conducted for 280 out of 578 groups. Compliance checks will be executed for 205 education research groups, which are the Innovative Talent Training groups subject to implementation checks, as indicated in the policy context. Other participants have posted similar numbers, which aligns with my independent reasoning based on the policy's resource logic and my experience managing budgets."
100E_gemini_05_Inputs_initial_3,100E,gemini,AIPractitioner:AIPractitioner,0.7124800682067871,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,"As an NLP specialist and part-time lecturer, I see these inputs as the fundamental enablers for the practical application of AI and the development of a skilled workforce, which are crucial for achieving NAIS 2.0's goals. The 'over S$500 million' commitment is the overarching financial backbone, ensuring that programs like 100 Experiments have the necessary resources to operate and scale. The S$330,000 co-funding cap per 100E project is a direct incentive that makes ambitious projects, including those in edtech, financially viable for enterprises, allowing them to take on more complex AI challenges. For compute infrastructure, particularly with the push for generative AI use cases, a substantial allocation of GPU hours, around 750,000, is absolutely essential. From my experience with transformer architectures, I know these models are incredibly resource-intensive, and sufficient compute is non-negotiable for experimentation and deployment. Finally, to truly boost the AI practitioner pool to 15,000 and ensure successful project implementation, a dedicated team of around 80 AI experts and trainers is vital. As a lecturer, I understand the importance of hands-on guidance and mentorship to bridge the gap between theoretical knowledge and practical application. I find the estimates from the other participants, 'gulsym', '75s1wu', and '6akz97', to be well-aligned with my own understanding of the policy's ambition and the practical resource requirements for driving AI adoption and talent development in Singapore."
100E_gemini_21_Inputs_revised_1,100E,gemini,PolicyRole:AI for Public Good Principle,0.7092515230178833,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As an AI apprentice working with a fintech startup, I see these initial inputs as crucial for fostering a vibrant and accessible AI ecosystem, especially for public good initiatives. The 'over S$500 million' commitment signals a serious national effort, and an initial allocation of S$120 million for 2023 seems appropriate to kickstart the various programs under NAIS 2.0. The S$330,000 co-funding cap for 100E projects is a clear and attractive incentive for enterprises like the one I'm with, making it feasible to pursue innovative AI solutions without prohibitive costs. Access to compute resources is a major bottleneck for many, so the provision of 5 million GPU hours is a significant enabler, removing a critical barrier for experimentation and development. Finally, having a dedicated pool of 250 AI experts and trainers is vital for guiding practitioners like myself and ensuring successful project implementation, which is essential for building responsible and beneficial AI systems. I agree with the prior participant's estimates as they reflect a strong, practical commitment to making AI accessible and impactful from the ground up."
100E_deepseek_46_Activities_revised_2,100E,deepseek,AIResearcher:AIResearcher,0.6281739473342896,source_span,PolicyAction:AI Training Programme#span0,Sector Leads can develop appropriate training programmes for AI upskilling and reskilling.,"Given the S$500M funding, 50 trainers, and 500K GPU hours, I expect a focused but not overwhelming initial push. As a Principal AI Engineer in medtech, I've seen that outreach to enterprises like mine requires targeted sessions—maybe 30 across sectors to generate enough problem statements. Matchmaking events pairing researchers with enterprise challenges should be around 15 to ensure quality pairings without diluting attention. Training workshops need to be hands-on and small-group; 20 workshops can cover the first wave of 100E participants and other interested SMEs. Platform onboarding assists are critical for SMEs unfamiliar with AI tools; 40 sessions seems right to get early adopters up and running on the experimentation platform. These numbers reflect a realistic ramp-up in the first year, leveraging the 50 trainers efficiently. I note that Siti and An have posted similar estimates, which align with my own reasoning from a practitioner's perspective."
100E_deepseek_35_Activities_initial_4,100E,deepseek,AIPractitioner:AIPractitioner,0.631338357925415,node_summary,PolicyInformation:Novel AI Solutions Toolkit,Toolkit of novel AI solutions that the technology workforce should scale for use by enterprises and workers.,"As a robotics software engineer working on AI for warehouse automation, I see the activities phase as translating the substantial inputs into concrete engagement. With S$500M funding, 50 trainers, and 500,000 GPU hours, the programme is well-resourced but emphasizes quality over quantity. My estimates are lower than those of other participants because I believe the high-touch 100E model, which pairs researchers with enterprises for deep collaboration, limits the scale of activities. For enterprise outreach, I estimate 100 sessions—fewer than 150 or 120—because the programme targets enterprises with specific, unsolved AI problems, requiring careful curation rather than mass outreach. Researcher matchmaking events: 20, as each event should facilitate meaningful pairings, not just introductions. Training workshops: 25, given that 50 trainers can deliver focused, hands-on workshops, but the programme's emphasis on deep collaboration limits the number of concurrent workshops. Platform onboarding assists: 120, reflecting that not all enterprises will need intensive onboarding, and the platform is designed to be user-friendly. These estimates are grounded in my experience with resource-constrained AI projects where efficiency and targeted engagement are paramount."
BK21_deepseek_44_Activities_initial_1,BK21,deepseek,GraduateStudent:GraduateStudent,0.6434924602508545,node_summary,MinistryOfEducation:MinistryOfEducation,"National ministry that funds and oversees the BK21 program. National ministry that publishes the 2022 BK21 basic operational and management plan. National ministry that funds and oversees the BK21 program with an annual budget of 408,080 million KRW. National ministry that funds the BK21 program and sets policy direction. National ministry that awards commendations to outstanding participants after reviewing merits. National ministry that funds and oversees the BK21 program, approving budget and setting policy direction. National ministry that funds and oversees the BK21 program, setting policy direction. National ministry that funds and oversees the BK21 program; approves budget and sets policy direction.","As a doctoral student in biotechnology at a prestigious Seoul university, I am directly supported by the BK21 program. The policy explicitly states that funds are disbursed in two installments: 70% in March and 30% in September. Given the total funding allocated of 408,080,000,000 KRW, I estimate that the full amount is disbursed as scheduled because the policy is clear and I have no reason to suspect delays or shortfalls at the national level. For evaluation panels, the policy mentions annual evaluations, mid-term evaluations, and compliance checks. I estimate 3 formal panel meetings per year: one annual evaluation, one mid-term evaluation, and one compliance check meeting, based on the policy's description of separate evaluation events. Consulting sessions: the policy states that 280 out of 578 education research groups wished to receive consulting, so I estimate 280 sessions held. Compliance checks: the policy says 205 education research groups are subject to compliance checks on implementation, so I estimate 205 checks executed. My personal experience in a regional group suggests that consulting is voluntary and many groups seek it, while compliance checks are targeted at specific groups, matching the policy numbers. I note that the other participant (의생명과학) provided identical estimates, which aligns with my independent reasoning based on the policy context."
100E_gemini_18_Activities_initial_4,100E,gemini,AIPractitioner:AIPractitioner,0.6438277959823608,node_summary,"PolicyInformation:Existing Toolkits, Schemes, and Training Programmes",Existing resources and programmes to empower enterprises and workers to adopt AI.,"As a data engineer, I see these activities as the direct operational steps required to translate the substantial initial investments into tangible AI projects and a skilled workforce. The S$500 million funding and 500,000 GPU hours are excellent resources, but their effective utilization hinges on robust outreach, quality matchmaking, comprehensive training, and practical onboarding support. For enterprise outreach, I believe a strong, proactive push is necessary to identify a diverse set of problem statements, ensuring a rich pipeline of data-driven challenges for the 100E program. While some noted a late announcement, from my perspective, a higher number of sessions (240) is crucial to gather quality data and project ideas, slightly above some estimates but still within a pragmatic range. The consensus of 18 researcher-matchmaking events seems appropriate; quality pairings are more important than quantity to ensure successful data integration and project execution. Similarly, the 350 training workshops are vital for building the AI practitioner pool, ensuring that participants understand data quality and governance, which aligns with my professional passion. Finally, the 400 platform onboarding assists are absolutely critical. Without hands-on support, enterprises, especially those less familiar with complex AI tools, will struggle to effectively leverage the allocated GPU hours and maintain data integrity, potentially leading to underutilized resources and flawed AI models. My estimates largely align with the consensus, emphasizing the practical and operational aspects necessary for successful AI adoption and data utilization."
100E_gemini_41_Inputs_initial_1,100E,gemini,PolicyRole:AI for Public Good Principle,0.7224519848823547,deontic_norm,edge_0232,AI researchers can apply for AI R&D investment grants.,"As an early-career researcher, I view the 'Inputs' phase through the lens of what resources are immediately available to drive impactful AI projects, especially those aligned with the Public Good. The stated commitment of 'over S$500 million' for AI R&D is a strong signal, but for 2023, I anticipate an annual allocation of around S$100 million to fund the various initiatives, including the 100 Experiments (100E) scheme. This annual figure is what directly impacts grant calls and project viability. The S$330,000 co-funding cap per 100E project is a clear and consistent figure from the policy, which helps us plan our project proposals. For compute, as someone working on resource-efficient AI, I know how crucial GPU hours are; the 5 million GPU hours estimated for 2023 seems a robust allocation to support the intensive experimentation needed. Finally, the 150 AI experts and trainers are essential for building the practitioner pool and guiding projects, ensuring that the knowledge transfer is effective. I largely agree with the Senior PolicyRole's estimates as they reflect a pragmatic understanding of the resources needed to operationalize the strategy for the current year."
100E_gemini_45_Inputs_initial_4,100E,gemini,PolicyRole:AI for Public Good Principle,0.6843007802963257,deontic_norm,edge_0232,AI researchers can apply for AI R&D investment grants.,"As a freelance designer who uses generative AI, I see these initial inputs as crucial for shaping how AI impacts creative industries and for ensuring its responsible development. The overall commitment of 'over S$500 million' for NAIS 2.0 is substantial, and an initial allocation of S$130 million for R&D in 2023 makes sense to kickstart projects, including those that might explore ethical AI in creative applications. The S$330,000 co-funding cap per 100E project is a clear and practical figure that helps smaller studios and creative collectives, like the one I envision, understand the scope of projects they can pursue. From my experience with generative AI, access to compute power is a bottleneck; 5 million GPU hours is a significant and necessary allocation to allow for extensive experimentation and model training without prohibitive costs, which is vital for artists and designers. Finally, the provision of 180 AI experts and trainers is essential for guiding practitioners, ensuring that AI is used to augment human creativity rather than replace it, and that ethical considerations are integrated from the start. I find that these estimates align well with the practical needs for fostering a responsible and innovative AI ecosystem, as also suggested by other stakeholders."
BK21_deepseek_08_Activities_revised_4,BK21,deepseek,EarlyCareerResearcher:EarlyCareerResearcher,0.6517328023910522,source_span,ResearchScholarship:Future Talent Training Project Budget Allocation#span0,"2022 detailed project budget: Future Talent Training Project, science and technology fields subtotal 191,490 million KRW.","As an early-career researcher in economics at Hanyang University's BK21 innovative talent training team, I have direct experience with the fund disbursement process. The 70% March / 30% September schedule is standard and efficiently executed by the NRF, so the full allocated 16,322 million KRW will be disbursed. Evaluation panels are convened for the three mandated meetings: annual evaluation, mid-term evaluation, and compliance check, as these are critical for performance assessment and are explicitly required by the policy. Consulting sessions are held for about 280 groups nationally that wished to receive consulting; Hanyang's 20-25 groups proportionally receive about 12 sessions (4% of 280). Compliance checks target the 205 innovative talent training groups; Hanyang's share is about 8 groups (4% of 205). I disagree with 충청남도's estimate of 280 consulting sessions and 205 compliance checks for Hanyang, as those are national totals, not Hanyang-specific. My estimates align with 한양대학교's proportional reasoning."
100E_deepseek_08_Activities_initial_0,100E,deepseek,AIResearcher:AIResearcher,0.599686324596405,deontic_norm,edge_0001,Industry enterprises may apply to the 100 Experiments programme.,"As a principal investigator at A*STAR and chair of the ethics review board, I see the activities phase as translating the substantial inputs (S$500M, 500K GPU hours, 50 trainers) into concrete engagement. Given the policy's emphasis on 100E and the need to generate 100 use cases in 100 days, I expect aggressive outreach to enterprises—around 80 sessions—to solicit problem statements. Matchmaking events pairing researchers with enterprise challenges are critical; with 50 trainers and a target of 100 projects, I estimate 30 events to ensure quality pairings. Training workshops are essential for upskilling; with 50 trainers and a goal of boosting the AI practitioner pool to 15,000, 50 workshops seems reasonable for the first year. Platform onboarding assists are needed to get enterprises onto the AI experimentation platform; given the compute infrastructure and the 100E target, 200 assists aligns with supporting early adopters. My estimates are grounded in the need for rapid scaling while maintaining ethical oversight."
BK21_deepseek_05_Activities_initial_2,BK21,deepseek,GraduateStudent:GraduateStudent,0.7360697984695435,source_span,EducationResearchGroup:Education Research Group (Team#span0,"Education research group (team) support fund: 352,634 million KRW.","As a master's student in computer science at a university in Gangwon-do, I am part of a BK21 education research group. Based on the policy context, the total funding allocated is 410,597 million KRW, but the policy explicitly states the annual budget for education research group support is 408,080 million KRW, which I take as ground truth for disbursement. The 70% March (285,656 million KRW) and 30% September (122,424 million KRW) schedule is clearly stated, so I expect full disbursement of that amount. Evaluation panels are convened for annual, mid-term, and compliance checks—three formal meetings per group in 2022, as per the policy. Consulting sessions are offered to groups that request them; historically, 280 out of 578 groups received consulting, so I estimate the same proportion for 2022. Compliance checks target the 205 innovative talent training groups, as stated in the policy context. I note that the early-career researcher and education research group head posted similar numbers, and my independent reasoning aligns with theirs, as we share similar perspectives as participants in the program."
BK21_deepseek_08_Activities_revised_2,BK21,deepseek,EducationResearchGroup:EducationResearchGroup,0.6028790473937988,source_span,NationalResearchFoundation:NationalResearchFoundation#span3,"Evaluation management operating fund (entrusted to NRF): 2,550 million KRW.","As head of a mechanical engineering education research group at Hanyang University, I expect the total funds disbursed to match the allocated 16,322 million KRW, as the 70% March / 30% September schedule is standard and efficiently executed by the NRF. Evaluation panels are convened for the three mandated meetings: annual evaluation, mid-term evaluation, and compliance check, which are critical for performance assessment. Consulting sessions are held for about 280 groups nationally that wished to receive consulting; Hanyang's 20-25 groups proportionally receive about 12 sessions (4% of 280). Compliance checks target the 205 innovative talent training groups; Hanyang's share is about 8 groups (4% of 205). Budget adjustments are handled by the Project Oversight Committee based on evaluation outcomes, but I focus on our group's performance. I disagree with 충청남도's estimate of 280 consulting sessions and 205 compliance checks for Hanyang, as those are national totals, not Hanyang-specific. My estimates align with 한양대학교's proportional reasoning."
100E_deepseek_19_Inputs_initial_4,100E,deepseek,AIPractitioner:AIPractitioner,0.693838357925415,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,"As an AI product manager in a fintech startup, I see the government's S$500 million commitment as a strong signal to invest in AI for public good, which aligns with my work in developing AI solutions for financial services. The S$330,000 cap per 100E project seems reasonable to support meaningful collaborations without overextending, and it matches what I've seen in industry-academia partnerships. The 500,000 GPU hours should provide enough compute for experiments, though I worry about equitable access for smaller enterprises like some of our partners. The 50 trainers seem adequate for initial guidance, but I hope they include domain experts in fintech to help practitioners like me understand AI applications. I agree with Dr. (zhwj69) and Dr. (0j8nff) on these numbers, as they align with the policy context and my own experience in the field."
