utterance_id,policy_id,model_id,scenario_uid,kg_role,deontic_status,violation_applicable,violation,violation_reason,grounding_status,grounded,sem_max_cosine,top1_norm_kind,top1_norm_ref,top1_norm_text,lex_grounded,lex_max_cosine,fabrication_applicable,fabricated,unsupported_tokens,derived_estimate,derived_estimate_tokens
100E_deepseek_30_Outputs_initial_2,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.37601087444708264,False,,,,
100E_deepseek_30_Outputs_initial_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.3782680231701298,False,,,,
100E_deepseek_30_Outputs_initial_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.39762036809723306,False,,,,
100E_deepseek_30_Outputs_revised_0,100E,deepseek,100E_deepseek_30,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3901840784926361,False,,,,
100E_deepseek_30_Outputs_revised_1,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.3812627235636058,False,,,,
100E_deepseek_30_Outputs_revised_2,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.37601087444708264,False,,,,
100E_deepseek_30_Outputs_revised_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.3782680231701298,False,,,,
100E_deepseek_30_Outputs_revised_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.39762036809723306,False,,,,
100E_deepseek_30_Outcomes_initial_0,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2806002971758441,False,,,,
100E_deepseek_30_Outcomes_initial_1,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2651985222689183,False,,,,
100E_deepseek_30_Outcomes_initial_2,100E,deepseek,100E_deepseek_30,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.26621191782046455,False,,,,
100E_deepseek_30_Outcomes_initial_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.25847630774150704,False,,,,
100E_deepseek_30_Outcomes_initial_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24040699508310392,False,,,,
100E_deepseek_30_Outcomes_revised_0,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2806002971758441,False,,,,
100E_deepseek_30_Outcomes_revised_1,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2651985222689183,False,,,,
100E_deepseek_30_Outcomes_revised_2,100E,deepseek,100E_deepseek_30,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.26621191782046455,False,,,,
100E_deepseek_30_Outcomes_revised_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.25847630774150704,False,,,,
100E_deepseek_30_Outcomes_revised_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24040699508310392,False,,,,
100E_deepseek_30_Impact_initial_0,100E,deepseek,100E_deepseek_30,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.22695491223078537,False,,,,
100E_deepseek_30_Impact_initial_1,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.25132107849714136,False,,,,
100E_deepseek_30_Impact_initial_2,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23805209519800113,False,,,,
100E_deepseek_30_Impact_initial_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24189355373466598,False,,,,
100E_deepseek_30_Impact_initial_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24668111118838654,False,,,,
100E_deepseek_30_Impact_revised_0,100E,deepseek,100E_deepseek_30,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.22695491223078537,False,,,,
100E_deepseek_30_Impact_revised_1,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.25132107849714136,False,,,,
100E_deepseek_30_Impact_revised_2,100E,deepseek,100E_deepseek_30,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23805209519800113,False,,,,
100E_deepseek_30_Impact_revised_3,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24189355373466598,False,,,,
100E_deepseek_30_Impact_revised_4,100E,deepseek,100E_deepseek_30,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24668111118838654,False,,,,
100E_deepseek_31_Inputs_initial_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6938069462776184,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.32658215741394814,True,True,"500,000",False,
100E_deepseek_31_Inputs_initial_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6240401864051819,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.35098848864248355,True,True,"500,000",False,
100E_deepseek_31_Inputs_initial_2,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.638289749622345,node_summary,AIGrant:Co-funding Grant,"Financial co-funding provided by AISG for 100E projects, up to S$330,000 per project.",False,0.33683446203972917,True,True,"500,000",False,
100E_deepseek_31_Inputs_initial_3,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6784718036651611,node_summary,AIGrant:Co-funding Grant,"Financial co-funding provided by AISG for 100E projects, up to S$330,000 per project.",False,0.34563713606090235,True,True,"500,000",False,
100E_deepseek_31_Inputs_initial_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6210925579071045,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,False,0.30829544672911413,True,True,"500,000",False,
100E_deepseek_31_Inputs_revised_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6938069462776184,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.32658215741394814,True,True,"500,000",False,
100E_deepseek_31_Inputs_revised_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6240401864051819,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.35098848864248355,True,True,"500,000",False,
100E_deepseek_31_Inputs_revised_2,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.638289749622345,node_summary,AIGrant:Co-funding Grant,"Financial co-funding provided by AISG for 100E projects, up to S$330,000 per project.",False,0.33683446203972917,True,True,"500,000",False,
100E_deepseek_31_Inputs_revised_3,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6784718036651611,node_summary,AIGrant:Co-funding Grant,"Financial co-funding provided by AISG for 100E projects, up to S$330,000 per project.",False,0.34563713606090235,True,True,"500,000",False,
100E_deepseek_31_Inputs_revised_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6210925579071045,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,False,0.30829544672911413,True,True,"500,000",False,
100E_deepseek_31_Activities_initial_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.7050960659980774,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.2636878393893213,True,False,,False,
100E_deepseek_31_Activities_initial_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6700214147567749,node_summary,AIPractitioner:AI Apprenticeship Programme Trainee,"Trainee in the 9-month full-time company-led AI deep-skilling programme, acquiring AI capabilities by working on real business problems.",False,0.24529671565620484,True,True,"500,000",False,
100E_deepseek_31_Activities_initial_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.676196813583374,edge_fact,edge_0108#source_text,"100 Experiments (100E) is AISG's flagship programme, aimed at solving AI problem statements proposed by industry.",False,0.24238381058773595,True,True,"500,000",False,
100E_deepseek_31_Activities_initial_3,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.7245004177093506,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.24224032691050762,True,False,,False,
100E_deepseek_31_Activities_initial_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6541386842727661,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.23737056938215464,True,False,,False,
100E_deepseek_31_Activities_revised_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.7050960659980774,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.2636878393893213,True,False,,False,
100E_deepseek_31_Activities_revised_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6700214147567749,node_summary,AIPractitioner:AI Apprenticeship Programme Trainee,"Trainee in the 9-month full-time company-led AI deep-skilling programme, acquiring AI capabilities by working on real business problems.",False,0.24529671565620484,True,True,"500,000",False,
100E_deepseek_31_Activities_revised_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.676196813583374,edge_fact,edge_0108#source_text,"100 Experiments (100E) is AISG's flagship programme, aimed at solving AI problem statements proposed by industry.",False,0.24238381058773595,True,True,"500,000",False,
100E_deepseek_31_Activities_revised_3,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.7245004177093506,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.24224032691050762,True,False,,False,
100E_deepseek_31_Activities_revised_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6541386842727661,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.23737056938215464,True,False,,False,
100E_deepseek_31_Outputs_initial_0,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31906209434701516,False,,,,
100E_deepseek_31_Outputs_initial_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.31321358229642815,False,,,,
100E_deepseek_31_Outputs_initial_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31243941438805073,False,,,,
100E_deepseek_31_Outputs_initial_3,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3128453872195761,False,,,,
100E_deepseek_31_Outputs_initial_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2823035245525232,False,,,,
100E_deepseek_31_Outputs_revised_0,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31906209434701516,False,,,,
100E_deepseek_31_Outputs_revised_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.31321358229642815,False,,,,
100E_deepseek_31_Outputs_revised_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.31243941438805073,False,,,,
100E_deepseek_31_Outputs_revised_3,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.3128453872195761,False,,,,
100E_deepseek_31_Outputs_revised_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2823035245525232,False,,,,
100E_deepseek_31_Outcomes_initial_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.24698725143017997,False,,,,
100E_deepseek_31_Outcomes_initial_1,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2366997061025294,False,,,,
100E_deepseek_31_Outcomes_initial_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23568266496141183,False,,,,
100E_deepseek_31_Outcomes_initial_3,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23963374773286145,False,,,,
100E_deepseek_31_Outcomes_initial_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.22247454170879327,False,,,,
100E_deepseek_31_Outcomes_revised_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.24698725143017997,False,,,,
100E_deepseek_31_Outcomes_revised_1,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2366997061025294,False,,,,
100E_deepseek_31_Outcomes_revised_2,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23568266496141183,False,,,,
100E_deepseek_31_Outcomes_revised_3,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23963374773286145,False,,,,
100E_deepseek_31_Outcomes_revised_4,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.22247454170879327,False,,,,
100E_deepseek_31_Impact_initial_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2427656366949664,False,,,,
100E_deepseek_31_Impact_initial_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23681991805889294,False,,,,
100E_deepseek_31_Impact_initial_2,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2506196206031999,False,,,,
100E_deepseek_31_Impact_initial_3,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23195402607171806,False,,,,
100E_deepseek_31_Impact_initial_4,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2338335133107195,False,,,,
100E_deepseek_31_Impact_revised_0,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2427656366949664,False,,,,
100E_deepseek_31_Impact_revised_1,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23681991805889294,False,,,,
100E_deepseek_31_Impact_revised_2,100E,deepseek,100E_deepseek_31,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2506196206031999,False,,,,
100E_deepseek_31_Impact_revised_3,100E,deepseek,100E_deepseek_31,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.23195402607171806,False,,,,
100E_deepseek_31_Impact_revised_4,100E,deepseek,100E_deepseek_31,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2338335133107195,False,,,,
100E_deepseek_32_Inputs_initial_0,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.6854779720306396,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.37642592584746976,True,True,"500,000",False,
100E_deepseek_32_Inputs_initial_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6645880937576294,edge_fact,edge_0230,Central funding targets government agencies for AI adoption.,False,0.3591900606706276,True,True,"500,000",False,
100E_deepseek_32_Inputs_initial_2,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.692219614982605,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.3274923545355634,True,True,"500,000",False,
100E_deepseek_32_Inputs_initial_3,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6680306792259216,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.3064325102980386,True,True,"500,000",False,
100E_deepseek_32_Inputs_initial_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6798864603042603,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,False,0.3279553990277008,True,True,"500,000",False,
100E_deepseek_32_Inputs_revised_0,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.6854779720306396,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.37642592584746976,True,True,"500,000",False,
100E_deepseek_32_Inputs_revised_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6645880937576294,edge_fact,edge_0230,Central funding targets government agencies for AI adoption.,False,0.3591900606706276,True,True,"500,000",False,
100E_deepseek_32_Inputs_revised_2,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.692219614982605,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.3274923545355634,True,True,"500,000",False,
100E_deepseek_32_Inputs_revised_3,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6680306792259216,deontic_norm,edge_0232#source_text,AI researchers can access dedicated financial commitment of over S$500 million through AI Singapore for AI R&D.,False,0.3064325102980386,True,True,"500,000",False,
100E_deepseek_32_Inputs_revised_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6798866391181946,node_summary,AIGrant:AI Research and Development Investment,Dedicated financial commitment of over S$500 million through AI Singapore for AI R&D under RIE plans.,False,0.3279553990277008,True,True,"500,000",False,
100E_deepseek_32_Activities_initial_0,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6793470978736877,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.37028002474441,True,True,"500,000",False,
100E_deepseek_32_Activities_initial_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6776010990142822,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.322365311892302,True,True,"500,000",False,
100E_deepseek_32_Activities_initial_2,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.6866220235824585,source_span,100ExperimentsProgramme:100ExperimentsProgramme#span0,The 100 Experiments programme exemplifies industry-academia collaboration with co-funding.,False,0.20900234499023138,True,False,,False,
100E_deepseek_32_Activities_initial_3,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.728466272354126,edge_fact,edge_0118,AISG implements the 100E programme by pairing companies with researchers and providing co-funding.,False,0.22996452112298643,True,False,,False,
100E_deepseek_32_Activities_initial_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6039820909500122,source_span,100ExperimentsProgramme:100ExperimentsProgramme#span0,The 100 Experiments programme exemplifies industry-academia collaboration with co-funding.,False,0.22978174022171807,True,False,,False,
100E_deepseek_32_Activities_revised_0,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6793470978736877,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.37028002474441,True,True,"500,000",False,
100E_deepseek_32_Activities_revised_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.6776010990142822,source_span,AISingapore:AISingapore#span1,"The 100 Experiments programme exemplifies industry-academia collaboration with co-funding, managed by AISingapore.",False,0.322365311892302,True,True,"500,000",False,
100E_deepseek_32_Activities_revised_2,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,applicable,True,0.686621904373169,source_span,100ExperimentsProgramme:100ExperimentsProgramme#span0,The 100 Experiments programme exemplifies industry-academia collaboration with co-funding.,False,0.20900234499023138,True,False,,False,
100E_deepseek_32_Activities_revised_3,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,applicable,True,0.728466272354126,edge_fact,edge_0118,AISG implements the 100E programme by pairing companies with researchers and providing co-funding.,False,0.22996452112298643,True,False,,False,
100E_deepseek_32_Activities_revised_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,applicable,True,0.6039820909500122,source_span,100ExperimentsProgramme:100ExperimentsProgramme#span0,The 100 Experiments programme exemplifies industry-academia collaboration with co-funding.,False,0.22978174022171807,True,False,,False,
100E_deepseek_32_Outputs_initial_0,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.29593294534029574,False,,,,
100E_deepseek_32_Outputs_initial_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24897961444973257,False,,,,
100E_deepseek_32_Outputs_initial_2,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23432537023233202,False,,,,
100E_deepseek_32_Outputs_initial_3,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2639517549601857,False,,,,
100E_deepseek_32_Outputs_initial_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2655037952122859,False,,,,
100E_deepseek_32_Outputs_revised_0,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.29593294534029574,False,,,,
100E_deepseek_32_Outputs_revised_1,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.24897961444973257,False,,,,
100E_deepseek_32_Outputs_revised_2,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.23432537023233202,False,,,,
100E_deepseek_32_Outputs_revised_3,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2639517549601857,False,,,,
100E_deepseek_32_Outputs_revised_4,100E,deepseek,100E_deepseek_32,AIResearcher:AIResearcher,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.2655037952122859,False,,,,
100E_deepseek_32_Outcomes_initial_0,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.27540723438841536,False,,,,
100E_deepseek_32_Outcomes_initial_1,100E,deepseek,100E_deepseek_32,AIPractitioner:AIPractitioner,applicable,True,False,,phase_out_of_scope_for_grounding,,,,,,,0.26334485034813104,False,,,,
100E_deepseek_32_Outcomes_initial_2,100E,deepseek,100E_deepseek_32,PolicyRole:AI for Public Good Principle,no_institutional_position_in_kg,False,,,phase_out_of_scope_for_grounding,,,,,,,0.2837990606712469,False,,,,
